DOI,year,donor,donor_smiles,donor_coreferents,fullerene_acceptor,acceptor,acceptor_smiles,acceptor_coreferents,power conversion efficiency,open circuit voltage,short circuit current,fill factor,property_metadata
10.1039/c6ra08385d,2016.47397260274,P3HT-PEO,,['P3HT-PEO'],1,PCBM,,['PCBM'],"=""1.61 %""",,,,"{""power conversion efficiency"": {""entity_name"": ""PCE"", ""entity_start"": 147, ""entity_end"": 147, ""property_value_start"": 153, ""property_value_end"": 154, ""property_numeric_value"": 1.61, ""property_unit"": ""%"", ""property_value_descriptor"": """"}, ""open circuit voltage"": {}, ""short circuit current"": {}, ""fill factor"": {}, ""highest occupied molecular orbital"": {}, ""lowest unoccupied molecular orbital"": {}, ""bandgap"": {}, ""hole mobility"": {}, ""electron mobility"": {}, ""external quantum efficiency"": {}}"
10.1016/s0040-6090(01)01585-1,2002.12602739726,MEH-OPV5,,[],1,C_{60},,['C_{60}'],"=""2.2 %""",,,,"{""power conversion efficiency"": {""entity_name"": ""power conversion efficiency"", ""entity_start"": 260, ""entity_end"": 262, ""property_value_start"": 264, ""property_value_end"": 265, ""property_numeric_value"": 2.2, ""property_unit"": ""%"", ""property_value_descriptor"": """"}, ""open circuit voltage"": {}, ""short circuit current"": {}, ""fill factor"": {}, ""highest occupied molecular orbital"": {}, ""lowest unoccupied molecular orbital"": {}, ""bandgap"": {}, ""hole mobility"": {}, ""electron mobility"": {}, ""external quantum efficiency"": {}}"
10.1039/c6tc03948k,2016.8602739726,PTB7,[*]c5cc4c(OCC(CC)CCCC)c3sc(c1sc([*])c2c(F)c(C(=O)OCC(CC)CCCC)sc12)cc3c(OCC(CC)CCCC)c4s5,['PTB7'],1,PC_{71}BM,,['PC_{71}BM'],"=""8.97 %""",,,,"{""power conversion efficiency"": {""entity_name"": ""PCE"", ""entity_start"": 159, ""entity_end"": 159, ""property_value_start"": 162, ""property_value_end"": 163, ""property_numeric_value"": 8.97, ""property_unit"": ""%"", ""property_value_descriptor"": """"}, ""open circuit voltage"": {}, ""short circuit current"": {}, ""fill factor"": {}, ""highest occupied molecular orbital"": {}, ""lowest unoccupied molecular orbital"": {}, ""bandgap"": {}, ""hole mobility"": {}, ""electron mobility"": {}, ""external quantum efficiency"": {}}"
10.1039/c7ta04127f,2017.53150684931,PBDCS,[*]c8ccc(/C(C#N)=C/c7cc(OCC(CCCCCC)CCCCCCCC)c(/C=C(C#N)/c6ccc(c5cc4c(c1ccc(CC(CC)CCCC)s1)c2sc([*])cc2c(c3ccc(CC(CC)CCCC)s3)c4s5)s6)cc7OCC(CCCCCC)CCCCCCCC)s8,['PBDCS'],1,PC_{71}BM,,['PC_{71}BM'],"=""7.81 %""","=""1.08 V""","=""15.9 mA cm^{-2}""",,"{""power conversion efficiency"": {""entity_name"": ""PCE"", ""entity_start"": 191, ""entity_end"": 191, ""property_value_start"": 193, ""property_value_end"": 194, ""property_numeric_value"": 7.81, ""property_unit"": ""%"", ""property_value_descriptor"": """"}, ""open circuit voltage"": {""entity_name"": ""V_{OC}"", ""entity_start"": 199, ""entity_end"": 200, ""property_value_start"": 202, ""property_value_end"": 203, ""property_numeric_value"": 1.08, ""property_unit"": ""V"", ""property_value_descriptor"": """"}, ""short circuit current"": {""entity_name"": ""J_{SC}"", ""entity_start"": 206, ""entity_end"": 207, ""property_value_start"": 209, ""property_value_end"": 211, ""property_numeric_value"": 15.9, ""property_unit"": ""mA cm^{-2}"", ""property_value_descriptor"": """"}, ""fill factor"": {}, ""highest occupied molecular orbital"": {}, ""lowest unoccupied molecular orbital"": {}, ""bandgap"": {}, ""hole mobility"": {}, ""electron mobility"": {}, ""external quantum efficiency"": {""entity_name"": ""EQE_{max}"", ""entity_start"": 230, ""entity_end"": 231, ""property_value_start"": 233, ""property_value_end"": 234, ""property_numeric_value"": 74.2, ""property_unit"": ""%"", ""property_value_descriptor"": """"}}"
10.1016/j.cap.2018.02.016,2018.39452054794,P3HT,[*]C1C=C(CCCCCC)C([*])S1,['P3HT'],1,PC_{61}BM,,['PC_{61}BM'],"=""2.80 %""",,,,"{""power conversion efficiency"": {""entity_name"": ""PCE"", ""entity_start"": 182, ""entity_end"": 182, ""property_value_start"": 184, ""property_value_end"": 185, ""property_numeric_value"": 2.8, ""property_unit"": ""%"", ""property_value_descriptor"": """"}, ""open circuit voltage"": {}, ""short circuit current"": {}, ""fill factor"": {}, ""highest occupied molecular orbital"": {}, ""lowest unoccupied molecular orbital"": {}, ""bandgap"": {}, ""hole mobility"": {}, ""electron mobility"": {}, ""external quantum efficiency"": {}}"
10.1016/j.polymer.2010.10.018,2010.98904109589,PDFTP,[*]CC([*])(C)C(=O)OCCCCCCCCCCOc8ccc(c7ccc(c6ccc5c4ccc(c3ccc(c2ccc(c1ccncc1)s2)s3)cc4C(CCCCCC)(CCCCCC)c5c6)s7)cc8,['PDFTP'],1,PCBM,,[],"=""0.02 %""",,,"=""29 %""","{""power conversion efficiency"": {""entity_name"": ""PCE"", ""entity_start"": 346, ""entity_end"": 346, ""property_value_start"": 348, ""property_value_end"": 349, ""property_numeric_value"": 0.02, ""property_unit"": ""%"", ""property_value_descriptor"": """"}, ""open circuit voltage"": {}, ""short circuit current"": {}, ""fill factor"": {""entity_name"": ""FF"", ""entity_start"": 313, ""entity_end"": 313, ""property_value_start"": 316, ""property_value_end"": 317, ""property_numeric_value"": 29.0, ""property_unit"": ""%"", ""property_value_descriptor"": """"}, ""highest occupied molecular orbital"": {}, ""lowest unoccupied molecular orbital"": {}, ""bandgap"": {}, ""hole mobility"": {}, ""electron mobility"": {}, ""external quantum efficiency"": {}}"
10.1016/j.polymer.2010.10.018,2010.98904109589,"[6,6]-phenyl C_{61}-butyric acid methyl ester",,[],1,PCBM,,[],"=""0.15 %""",,,,"{""power conversion efficiency"": {""entity_name"": ""PCE"", ""entity_start"": 334, ""entity_end"": 334, ""property_value_start"": 336, ""property_value_end"": 337, ""property_numeric_value"": 0.15, ""property_unit"": ""%"", ""property_value_descriptor"": """"}, ""open circuit voltage"": {}, ""short circuit current"": {}, ""fill factor"": {}, ""highest occupied molecular orbital"": {}, ""lowest unoccupied molecular orbital"": {}, ""bandgap"": {}, ""hole mobility"": {}, ""electron mobility"": {}, ""external quantum efficiency"": {}}"
10.1016/j.synthmet.2012.12.028,2013.06575342466,polymer,,['polymer'],1,PCBM,,['PCBM'],"=""0.55 %""","=""0.60 V""","=""-1.8 mA/cm^{2}""","=""0.52""","{""power conversion efficiency"": {""entity_name"": ""power conversion efficiency"", ""entity_start"": 182, ""entity_end"": 184, ""property_value_start"": 186, ""property_value_end"": 187, ""property_numeric_value"": 0.55, ""property_unit"": ""%"", ""property_value_descriptor"": """"}, ""open circuit voltage"": {""entity_name"": ""open circuit voltage"", ""entity_start"": 166, ""entity_end"": 168, ""property_value_start"": 170, ""property_value_end"": 171, ""property_numeric_value"": 0.6, ""property_unit"": ""V"", ""property_value_descriptor"": """"}, ""short circuit current"": {""entity_name"": ""short circuit current"", ""entity_start"": 155, ""entity_end"": 157, ""property_value_start"": 159, ""property_value_end"": 163, ""property_numeric_value"": -1.8, ""property_unit"": ""mA/cm^{2}"", ""property_value_descriptor"": """"}, ""fill factor"": {""entity_name"": ""fill factor"", ""entity_start"": 175, ""entity_end"": 176, ""property_value_start"": 178, ""property_value_end"": 178, ""property_numeric_value"": 52.0, ""property_unit"": ""%"", ""property_value_descriptor"": """"}, ""highest occupied molecular orbital"": {}, ""lowest unoccupied molecular orbital"": {""entity_name"": ""LUMO"", ""entity_start"": 78, ""entity_end"": 79, ""property_value_start"": 87, ""property_value_end"": 90, ""property_numeric_value"": -4.355, ""property_unit"": ""eV"", ""property_value_descriptor"": ""and""}, ""bandgap"": {}, ""hole mobility"": {}, ""electron mobility"": {}, ""external quantum efficiency"": {}}"
10.1002/app.38996,2013.08219178082,HXS-1,[*]c7ccc6c5ccc(c4ccc(c2c(OCCCCCCCC)c(OCCCCCCCC)c(c1ccc([*])s1)c3nsnc23)s4)cc5n(CCCCCCCC)c6c7,['HXS-1'],0,"4,7-di[2,5-thiophene]-5,6-dioctyloxy-2,1,3-Benzothiadiazole",,[],"=""5.4 %""",,,,"{""power conversion efficiency"": {""entity_name"": ""Power conversion efficiency"", ""entity_start"": 57, ""entity_end"": 59, ""property_value_start"": 67, ""property_value_end"": 68, ""property_numeric_value"": 5.4, ""property_unit"": ""%"", ""property_value_descriptor"": """"}, ""open circuit voltage"": {}, ""short circuit current"": {}, ""fill factor"": {}, ""highest occupied molecular orbital"": {}, ""lowest unoccupied molecular orbital"": {}, ""bandgap"": {}, ""hole mobility"": {}, ""electron mobility"": {}, ""external quantum efficiency"": {}}"
10.1016/j.orgel.2019.05.051,2019.83287671233,PTB7-Th,[*]c7cc6c(c1ccc(CC(CC)CCCC)s1)c4sc(c2sc([*])c3sc(C(=O)OCC(CC)CCCC)c(F)c23)cc4c(c5ccc(CC(CC)CCCC)s5)c6s7,"[""poly[4,8-bis(5-(2-ethylhexyl) thiophen-2-yl)benzo[1,2-b ; 4,5-b']dithiophene-2,6-diyl-alt-(4-(2-ethylhexyl)-3fluorothieno[3,4-b]thiophene-)-2-carboxylate-2-6-diyl"", 'PTB7-Th']",1,PC_{71}BM,,['PC_{71}BM'],"=""6.9 %""",,,"=""0.66""","{""power conversion efficiency"": {""entity_name"": ""PCE"", ""entity_start"": 180, ""entity_end"": 180, ""property_value_start"": 182, ""property_value_end"": 183, ""property_numeric_value"": 6.9, ""property_unit"": ""%"", ""property_value_descriptor"": """"}, ""open circuit voltage"": {}, ""short circuit current"": {}, ""fill factor"": {""entity_name"": ""FF"", ""entity_start"": 175, ""entity_end"": 175, ""property_value_start"": 177, ""property_value_end"": 177, ""property_numeric_value"": 66.0, ""property_unit"": ""%"", ""property_value_descriptor"": """"}, ""highest occupied molecular orbital"": {}, ""lowest unoccupied molecular orbital"": {}, ""bandgap"": {}, ""hole mobility"": {}, ""electron mobility"": {}, ""external quantum efficiency"": {}}"
10.1002/adfm.200900183,2009.60821917808,P3HT,[*]C1C=C(CCCCCC)C([*])S1,"['poly(3-hexylthiophene)', 'P3HT']",1,PCBM,,"['[6,6]-phenyl-C_{61}-butyric acid methyl ester', 'PCBM']","=""4.12 %""",,,,"{""power conversion efficiency"": {""entity_name"": ""power-conversion efficiency"", ""entity_start"": 212, ""entity_end"": 215, ""property_value_start"": 217, ""property_value_end"": 218, ""property_numeric_value"": 4.12, ""property_unit"": ""%"", ""property_value_descriptor"": """"}, ""open circuit voltage"": {}, ""short circuit current"": {}, ""fill factor"": {}, ""highest occupied molecular orbital"": {}, ""lowest unoccupied molecular orbital"": {}, ""bandgap"": {}, ""hole mobility"": {}, ""electron mobility"": {}, ""external quantum efficiency"": {}}"
10.1016/j.solmat.2011.02.019,2011.53424657534,poly(3-hexylthiophene)],,['poly(3-hexylthiophene)]'],1,PCBM,,['PCBM'],"=""5.03 %""",,,,"{""power conversion efficiency"": {""entity_name"": ""power conversion efficiency"", ""entity_start"": 56, ""entity_end"": 58, ""property_value_start"": 60, ""property_value_end"": 61, ""property_numeric_value"": 5.03, ""property_unit"": ""%"", ""property_value_descriptor"": """"}, ""open circuit voltage"": {}, ""short circuit current"": {}, ""fill factor"": {}, ""highest occupied molecular orbital"": {}, ""lowest unoccupied molecular orbital"": {}, ""bandgap"": {}, ""hole mobility"": {}, ""electron mobility"": {}, ""external quantum efficiency"": {}}"
10.1002/macp.201000379,2010.80547945205,P3HT,[*]C1C=C(CCCCCC)C([*])S1,['P3HT'],1,PC_{61}BM,,['PC_{61}BM'],"=""2.14 %""",,,,"{""power conversion efficiency"": {""entity_name"": ""power conversion efficiency"", ""entity_start"": 88, ""entity_end"": 90, ""property_value_start"": 96, ""property_value_end"": 97, ""property_numeric_value"": 2.14, ""property_unit"": ""%"", ""property_value_descriptor"": """"}, ""open circuit voltage"": {}, ""short circuit current"": {}, ""fill factor"": {}, ""highest occupied molecular orbital"": {}, ""lowest unoccupied molecular orbital"": {}, ""bandgap"": {}, ""hole mobility"": {}, ""electron mobility"": {}, ""external quantum efficiency"": {}}"
10.1021/ja513260w,2015.2301369863,30PDI,,['30PDI'],0,PBDTTT-CT,CCCCC(CC)Cc7ccc(c5c3cc(c1sc([*])c2cc(C(=O)C(CC)CCCC)sc12)sc3c(c4ccc(CC(CC)CCCC)s4)c6cc([*])sc56)s7,['PBDTTT-CT'],"=""6.3 %""",,"=""18.6 mA/cm^{2}""",,"{""power conversion efficiency"": {""entity_name"": ""PCE"", ""entity_start"": 199, ""entity_end"": 199, ""property_value_start"": 201, ""property_value_end"": 202, ""property_numeric_value"": 6.3, ""property_unit"": ""%"", ""property_value_descriptor"": """"}, ""open circuit voltage"": {}, ""short circuit current"": {""entity_name"": ""J_{sc}"", ""entity_start"": 204, ""entity_end"": 205, ""property_value_start"": 207, ""property_value_end"": 211, ""property_numeric_value"": 18.6, ""property_unit"": ""mA/cm^{2}"", ""property_value_descriptor"": """"}, ""fill factor"": {}, ""highest occupied molecular orbital"": {}, ""lowest unoccupied molecular orbital"": {}, ""bandgap"": {}, ""hole mobility"": {}, ""electron mobility"": {}, ""external quantum efficiency"": {""entity_name"": ""external quantum efficiency"", ""entity_start"": 213, ""entity_end"": 215, ""property_value_start"": 217, ""property_value_end"": 218, ""property_numeric_value"": 91.0, ""property_unit"": ""%"", ""property_value_descriptor"": """"}}"
10.1021/ja5123182,2015.09315068493,"poly[[N,N'-bis(2-octyldodecyl)-napthalene-1,4,5,8-bis(dicarboximide)-2,6-diyl]-alt-5,5'-(2,2'-bithiophene)]",[*]c6ccc(c5ccc(c1cc3c(=O)n(CC(CCCCCCCC)CCCCCCCCCC)c(=O)c4c([*])cc2c(=O)n(CC(CCCCCCCC)CCCCCCCCCC)c(=O)c1c2c34)s5)s6,"[""poly[[N,N'-bis(2-octyldodecyl)-napthalene-1,4,5,8-bis(dicarboximide)-2,6-diyl]-alt-5,5'-(2,2'-bithiophene)]"", 'P(NDI2OD-T2)']",0,P(NDI2OD-T2),[*]c6ccc(c5ccc(c1cc3c(=O)n(CC(CCCCCCCC)CCCCCCCCCC)c(=O)c4c([*])cc2c(=O)n(CC(CCCCCCCC)CCCCCCCCCC)c(=O)c1c2c34)s5)s6,"[""poly[[N,N'-bis(2-octyldodecyl)-napthalene-1,4,5,8-bis(dicarboximide)-2,6-diyl]-alt-5,5'-(2,2'-bithiophene)]"", 'P(NDI2OD-T2)']","=""5 %""",,,,"{""power conversion efficiency"": {""entity_name"": ""power conversion efficiency"", ""entity_start"": 277, ""entity_end"": 279, ""property_value_start"": 281, ""property_value_end"": 282, ""property_numeric_value"": 5.0, ""property_unit"": ""%"", ""property_value_descriptor"": """"}, ""open circuit voltage"": {}, ""short circuit current"": {}, ""fill factor"": {}, ""highest occupied molecular orbital"": {}, ""lowest unoccupied molecular orbital"": {}, ""bandgap"": {}, ""hole mobility"": {}, ""electron mobility"": {}, ""external quantum efficiency"": {}}"
10.1016/j.dyepig.2017.05.011,2017.68219178082,"poly({4,8-bis[(5-(2-ethylhexyl)-2-thienyl]benzo[1,2-b:4,5-b']dithiophene-2,6-diyl}{3-fluoro-2-[(2-ethylhexyl)carbonyl]thieno[3,4-b]thiophenediyl}))",[*]c7cc6c(c1ccc(CC(CC)CCCC)s1)c4sc(c2sc([*])c3sc(C(=O)OCC(CC)CCCC)c(F)c23)cc4c(c5ccc(CC(CC)CCCC)s5)c6s7,"[""poly({4,8-bis[(5-(2-ethylhexyl)-2-thienyl]benzo[1,2-b:4,5-b']dithiophene-2,6-diyl}{3-fluoro-2-[(2-ethylhexyl)carbonyl]thieno[3,4-b]thiophenediyl}))"", 'PTB7-Th']",0,"IDT; poly({4,8-bis[(5-(2-ethylhexyl)-2-thienyl]benzo[1,2-b:4,5-b']dithiophene-2,6-diyl}{3-fluoro-2-[(2-ethylhexyl)carbonyl]thieno[3,4-b]thiophenediyl}))",,[],"=""7 %""",,,,"{""power conversion efficiency"": {""entity_name"": ""power conversion efficiencies"", ""entity_start"": 213, ""entity_end"": 215, ""property_value_start"": 217, ""property_value_end"": 218, ""property_numeric_value"": 7.0, ""property_unit"": ""%"", ""property_value_descriptor"": """"}, ""open circuit voltage"": {}, ""short circuit current"": {}, ""fill factor"": {}, ""highest occupied molecular orbital"": {}, ""lowest unoccupied molecular orbital"": {}, ""bandgap"": {}, ""hole mobility"": {}, ""electron mobility"": {}, ""external quantum efficiency"": {}}"
10.1021/acsami.9b00083,2019.16164383562,PNT2Th2Se-OD,CCCCCCCCCCC(CCCCCCCCCC)Cc8cc(c6cc4c(cc(c3cc(CC(CCCCCCCCCC)CCCCCCCCCC)c(c2ccc(c1ccc([*])s1)s2)[se]3)c5nsnc45)c7nsnc67)[se]c8[*],"['PNT2Th2Se', 'PNT2Th2Se-OD', 'PNT2Th2Se-DT']",1,PC_{71}BM,,['PC_{71}BM'],"=""9.47 %""","=""0.68 V""","=""20.69 mA cm^{-2}""","=""67 %""","{""power conversion efficiency"": {""entity_name"": ""power conversion efficiency"", ""entity_start"": 192, ""entity_end"": 194, ""property_value_start"": 196, ""property_value_end"": 197, ""property_numeric_value"": 9.47, ""property_unit"": ""%"", ""property_value_descriptor"": """"}, ""open circuit voltage"": {""entity_name"": ""V_{oc}"", ""entity_start"": 200, ""entity_end"": 201, ""property_value_start"": 203, ""property_value_end"": 204, ""property_numeric_value"": 0.68, ""property_unit"": ""V"", ""property_value_descriptor"": """"}, ""short circuit current"": {""entity_name"": ""J_{sc}"", ""entity_start"": 216, ""entity_end"": 217, ""property_value_start"": 219, ""property_value_end"": 221, ""property_numeric_value"": 20.69, ""property_unit"": ""mA cm^{-2}"", ""property_value_descriptor"": """"}, ""fill factor"": {""entity_name"": ""fill factor"", ""entity_start"": 207, ""entity_end"": 208, ""property_value_start"": 210, ""property_value_end"": 211, ""property_numeric_value"": 67.0, ""property_unit"": ""%"", ""property_value_descriptor"": """"}, ""highest occupied molecular orbital"": {}, ""lowest unoccupied molecular orbital"": {}, ""bandgap"": {}, ""hole mobility"": {""entity_name"": ""hole mobility"", ""entity_start"": 160, ""entity_end"": 161, ""property_value_start"": 163, ""property_value_end"": 169, ""property_numeric_value"": 0.36, ""property_unit"": ""cm^{2} V^{-1} s^{-1}"", ""property_value_descriptor"": """"}, ""electron mobility"": {}, ""external quantum efficiency"": {}}"
10.1039/c5ta08898d,2015.92054794521,P3HT,[*]C1C=C(CCCCCC)C([*])S1,['P3HT'],1,PC_{71}BM,,"['PC_{61}BM', 'PC_{71}BM']","=""3.84 %""",,,,"{""power conversion efficiency"": {""entity_name"": ""PCEs"", ""entity_start"": 89, ""entity_end"": 89, ""property_value_start"": 112, ""property_value_end"": 113, ""property_numeric_value"": 3.84, ""property_unit"": ""%"", ""property_value_descriptor"": """"}, ""open circuit voltage"": {}, ""short circuit current"": {}, ""fill factor"": {}, ""highest occupied molecular orbital"": {}, ""lowest unoccupied molecular orbital"": {}, ""bandgap"": {}, ""hole mobility"": {}, ""electron mobility"": {}, ""external quantum efficiency"": {}}"
10.1039/c5ta08898d,2015.92054794521,PBDTTT-C,[*]c5cc4c(OCC(CC)CCCC)c3sc(c1sc([*])c2sc(C(=O)C(CC)CCCC)cc12)cc3c(OCC(CC)CCCC)c4s5,['PBDTTT-C'],1,PC_{71}BM,,"['PC_{61}BM', 'PC_{71}BM']","=""7.50 %""",,,,"{""power conversion efficiency"": {""entity_name"": ""PCEs"", ""entity_start"": 89, ""entity_end"": 89, ""property_value_start"": 126, ""property_value_end"": 127, ""property_numeric_value"": 7.5, ""property_unit"": ""%"", ""property_value_descriptor"": """"}, ""open circuit voltage"": {}, ""short circuit current"": {}, ""fill factor"": {}, ""highest occupied molecular orbital"": {}, ""lowest unoccupied molecular orbital"": {}, ""bandgap"": {}, ""hole mobility"": {}, ""electron mobility"": {}, ""external quantum efficiency"": {}}"
10.1039/b818885h,2009.11780821918,PDTPBT-C8,CCCCCCCCC(CCCCCCCC)n5c1cc([*])sc1c4sc(c2ccc([*])c3nsnc23)cc45,"['PDTPBT-C8', 'PDTPBT-C5']",1,PCBM,,['PCBM'],"=""2.80 %""",,,,"{""power conversion efficiency"": {""entity_name"": ""PCE"", ""entity_start"": 196, ""entity_end"": 196, ""property_value_start"": 200, ""property_value_end"": 201, ""property_numeric_value"": 2.8, ""property_unit"": ""%"", ""property_value_descriptor"": """"}, ""open circuit voltage"": {}, ""short circuit current"": {}, ""fill factor"": {}, ""highest occupied molecular orbital"": {}, ""lowest unoccupied molecular orbital"": {}, ""bandgap"": {}, ""hole mobility"": {}, ""electron mobility"": {}, ""external quantum efficiency"": {}}"
10.1039/c5tc01788b,2015.64931506849,"3,6-difluorocarbazole",,[],1,PC_{71}BM,,['PC_{71}BM'],"=""5.71 %""",,,,"{""power conversion efficiency"": {""entity_name"": ""PCE"", ""entity_start"": 108, ""entity_end"": 108, ""property_value_start"": 113, ""property_value_end"": 114, ""property_numeric_value"": 5.71, ""property_unit"": ""%"", ""property_value_descriptor"": """"}, ""open circuit voltage"": {}, ""short circuit current"": {}, ""fill factor"": {}, ""highest occupied molecular orbital"": {}, ""lowest unoccupied molecular orbital"": {}, ""bandgap"": {}, ""hole mobility"": {}, ""electron mobility"": {}, ""external quantum efficiency"": {}}"
10.1039/c5ta06065f,2015.65479452055,P3,,['P3'],1,PC_{71}BM,,['PC_{71}BM'],"=""7.3 %""",,,,"{""power conversion efficiency"": {""entity_name"": ""PCE"", ""entity_start"": 77, ""entity_end"": 77, ""property_value_start"": 80, ""property_value_end"": 81, ""property_numeric_value"": 7.3, ""property_unit"": ""%"", ""property_value_descriptor"": """"}, ""open circuit voltage"": {}, ""short circuit current"": {}, ""fill factor"": {}, ""highest occupied molecular orbital"": {}, ""lowest unoccupied molecular orbital"": {}, ""bandgap"": {}, ""hole mobility"": {}, ""electron mobility"": {}, ""external quantum efficiency"": {}}"
10.1021/acsami.7b00557,2017.25753424658,PDPP5 T,,"['PDPP5 T', 'PDPP5T']",1,PCBM,,['PCBM'],"=""2.4 %""",,,,"{""power conversion efficiency"": {""entity_name"": ""PCEs"", ""entity_start"": 126, ""entity_end"": 126, ""property_value_start"": 136, ""property_value_end"": 137, ""property_numeric_value"": 2.4, ""property_unit"": ""%"", ""property_value_descriptor"": """"}, ""open circuit voltage"": {}, ""short circuit current"": {}, ""fill factor"": {}, ""highest occupied molecular orbital"": {}, ""lowest unoccupied molecular orbital"": {}, ""bandgap"": {}, ""hole mobility"": {}, ""electron mobility"": {}, ""external quantum efficiency"": {}}"
10.1016/j.orgel.2008.08.001,2008.95890410959,poly(3-hexylthiophene),[*]C1C=C(CCCCCC)C([*])S1,['poly(3-hexylthiophene)'],1,PCBM,,['PCBM'],"=""4.26 %""",,,,"{""power conversion efficiency"": {""entity_name"": ""power conversion efficiency"", ""entity_start"": 46, ""entity_end"": 48, ""property_value_start"": 60, ""property_value_end"": 61, ""property_numeric_value"": 4.26, ""property_unit"": ""%"", ""property_value_descriptor"": """"}, ""open circuit voltage"": {}, ""short circuit current"": {}, ""fill factor"": {}, ""highest occupied molecular orbital"": {}, ""lowest unoccupied molecular orbital"": {}, ""bandgap"": {}, ""hole mobility"": {}, ""electron mobility"": {}, ""external quantum efficiency"": {}}"
10.1002/aenm.201201061,2013.18082191781,P3HT,[*]C1C=C(CCCCCC)C([*])S1,['P3HT'],1,PCBM,,['PCBM'],"=""3.1 %""",,,"=""65 %""","{""power conversion efficiency"": {""entity_name"": ""Power conversion efficiencies"", ""entity_start"": 112, ""entity_end"": 114, ""property_value_start"": 119, ""property_value_end"": 120, ""property_numeric_value"": 3.1, ""property_unit"": ""%"", ""property_value_descriptor"": """"}, ""open circuit voltage"": {}, ""short circuit current"": {}, ""fill factor"": {""entity_name"": ""fill factor"", ""entity_start"": 156, ""entity_end"": 157, ""property_value_start"": 159, ""property_value_end"": 160, ""property_numeric_value"": 65.0, ""property_unit"": ""%"", ""property_value_descriptor"": """"}, ""highest occupied molecular orbital"": {}, ""lowest unoccupied molecular orbital"": {}, ""bandgap"": {}, ""hole mobility"": {}, ""electron mobility"": {}, ""external quantum efficiency"": {}}"
10.1016/j.orgel.2012.03.015,2012.52328767123,PCBM,,[],1,PCBM,,[],"=""2.15 %""",,,,"{""power conversion efficiency"": {""entity_name"": ""PCE"", ""entity_start"": 124, ""entity_end"": 124, ""property_value_start"": 134, ""property_value_end"": 135, ""property_numeric_value"": 2.15, ""property_unit"": ""%"", ""property_value_descriptor"": """"}, ""open circuit voltage"": {}, ""short circuit current"": {}, ""fill factor"": {}, ""highest occupied molecular orbital"": {}, ""lowest unoccupied molecular orbital"": {}, ""bandgap"": {}, ""hole mobility"": {}, ""electron mobility"": {}, ""external quantum efficiency"": {}}"
10.1016/j.tsf.2003.11.063,2004.2,OC_{1}C_{10}-PPV,,['OC_{1}C_{10}-PPV'],1,PCBM,,['PCBM'],"=""1.9 %""","=""0.91 V""",,,"{""power conversion efficiency"": {""entity_name"": ""power conversion efficiency"", ""entity_start"": 187, ""entity_end"": 189, ""property_value_start"": 193, ""property_value_end"": 194, ""property_numeric_value"": 1.9, ""property_unit"": ""%"", ""property_value_descriptor"": """"}, ""open circuit voltage"": {""entity_name"": ""open circuit voltage"", ""entity_start"": 154, ""entity_end"": 156, ""property_value_start"": 158, ""property_value_end"": 159, ""property_numeric_value"": 0.91, ""property_unit"": ""V"", ""property_value_descriptor"": """"}, ""short circuit current"": {}, ""fill factor"": {}, ""highest occupied molecular orbital"": {}, ""lowest unoccupied molecular orbital"": {}, ""bandgap"": {}, ""hole mobility"": {}, ""electron mobility"": {}, ""external quantum efficiency"": {}}"
10.1016/j.synthmet.2013.11.002,2013.08219178082,P3HT,[*]C1C=C(CCCCCC)C([*])S1,['P3HT'],1,PC_{61}BM,,[],"=""2.90 %""","=""0.58 V""","=""-9.00 mA/cm^{2}""","=""55.6 %""","{""power conversion efficiency"": {""entity_name"": ""PCE"", ""entity_start"": 213, ""entity_end"": 213, ""property_value_start"": 236, ""property_value_end"": 237, ""property_numeric_value"": 2.9, ""property_unit"": ""%"", ""property_value_descriptor"": """"}, ""open circuit voltage"": {""entity_name"": ""V_{oc}"", ""entity_start"": 134, ""entity_end"": 136, ""property_value_start"": 170, ""property_value_end"": 171, ""property_numeric_value"": 0.58, ""property_unit"": ""V"", ""property_value_descriptor"": """"}, ""short circuit current"": {""entity_name"": ""J_{sc}"", ""entity_start"": 208, ""entity_end"": 210, ""property_value_start"": 230, ""property_value_end"": 234, ""property_numeric_value"": -9.0, ""property_unit"": ""mA/cm^{2}"", ""property_value_descriptor"": """"}, ""fill factor"": {""entity_name"": ""FF"", ""entity_start"": 220, ""entity_end"": 220, ""property_value_start"": 240, ""property_value_end"": 241, ""property_numeric_value"": 55.6, ""property_unit"": ""%"", ""property_value_descriptor"": """"}, ""highest occupied molecular orbital"": {}, ""lowest unoccupied molecular orbital"": {}, ""bandgap"": {}, ""hole mobility"": {}, ""electron mobility"": {}, ""external quantum efficiency"": {}}"
